symbol,name,sector,date,time,timestamp,open,high,low,close,volume
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-04,09:30,2026-09-04 09:30:00,1342.15,1360.85,1328.71,1347.36,1324197
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-04,10:00,2026-09-04 10:00:00,1347.36,1347.5,1331.94,1332.08,1024482
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-04,10:30,2026-09-04 10:30:00,1332.08,1341.81,1326.54,1336.25,578166
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-04,11:00,2026-09-04 11:00:00,1336.25,1355.2,1327.0,1345.88,835945
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-04,11:30,2026-09-04 11:30:00,1345.88,1349.34,1342.78,1346.25,419657
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-04,12:00,2026-09-04 12:00:00,1346.25,1347.9,1345.98,1347.62,566499
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-04,12:30,2026-09-04 12:30:00,1347.62,1351.43,1337.7,1341.49,1144221
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-04,13:00,2026-09-04 13:00:00,1341.49,1348.64,1337.77,1344.91,693081
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-04,13:30,2026-09-04 13:30:00,1344.91,1355.19,1340.88,1351.15,1145439
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-04,14:00,2026-09-04 14:00:00,1351.15,1369.6,1350.11,1368.54,1201037
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-04,14:30,2026-09-04 14:30:00,1368.54,1369.91,1366.34,1367.71,605793
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-04,15:00,2026-09-04 15:00:00,1367.71,1372.17,1354.75,1359.19,689384
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-04,15:30,2026-09-04 15:30:00,1359.19,1385.55,1341.77,1368.02,811731
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-07,09:30,2026-09-07 09:30:00,1381.02,1383.27,1367.97,1370.2,1974962
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-07,10:00,2026-09-07 10:00:00,1370.2,1378.98,1365.71,1374.48,844808
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-07,10:30,2026-09-07 10:30:00,1374.48,1393.7,1367.6,1386.77,767166
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-07,11:00,2026-09-07 11:00:00,1386.77,1389.94,1365.07,1368.2,1826201
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-07,11:30,2026-09-07 11:30:00,1368.2,1392.93,1361.46,1386.1,1329664
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-07,12:00,2026-09-07 12:00:00,1386.1,1392.68,1385.16,1391.73,896786
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-07,12:30,2026-09-07 12:30:00,1391.73,1406.25,1370.12,1384.56,924924
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-07,13:00,2026-09-07 13:00:00,1384.56,1387.36,1369.11,1371.88,1139247
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-07,13:30,2026-09-07 13:30:00,1371.88,1384.52,1363.04,1375.65,779058
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-07,14:00,2026-09-07 14:00:00,1375.65,1387.17,1353.64,1365.07,803002
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-07,14:30,2026-09-07 14:30:00,1365.07,1382.3,1362.75,1379.96,1325372
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-07,15:00,2026-09-07 15:00:00,1379.96,1397.22,1376.73,1393.97,1600090
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-07,15:30,2026-09-07 15:30:00,1393.97,1404.49,1385.07,1395.59,892302
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-08,09:30,2026-09-08 09:30:00,1389.96,1405.57,1358.97,1374.41,2051249
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-08,10:00,2026-09-08 10:00:00,1374.41,1395.18,1368.35,1389.06,1327044
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-08,10:30,2026-09-08 10:30:00,1389.06,1396.74,1383.67,1391.34,517305
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-08,11:00,2026-09-08 11:00:00,1391.34,1395.41,1386.91,1390.98,559991
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-08,11:30,2026-09-08 11:30:00,1390.98,1396.64,1370.91,1376.52,1469033
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-08,12:00,2026-09-08 12:00:00,1376.52,1377.75,1365.47,1366.7,770621
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-08,12:30,2026-09-08 12:30:00,1366.7,1370.83,1355.03,1359.14,1003064
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-08,13:00,2026-09-08 13:00:00,1359.14,1365.86,1349.07,1355.78,931646
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-08,13:30,2026-09-08 13:30:00,1355.78,1362.44,1353.07,1359.72,939657
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-08,14:00,2026-09-08 14:00:00,1359.72,1366.17,1358.95,1365.4,1133895
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-08,14:30,2026-09-08 14:30:00,1365.4,1383.27,1357.35,1375.16,1329606
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-08,15:00,2026-09-08 15:00:00,1375.16,1383.63,1373.35,1381.8,1037063
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-08,15:30,2026-09-08 15:30:00,1381.8,1404.06,1369.89,1392.05,1651532
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-09,09:30,2026-09-09 09:30:00,1376.82,1399.87,1365.75,1388.7,2040648
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-09,10:00,2026-09-09 10:00:00,1388.7,1391.64,1375.3,1378.21,1250764
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-09,10:30,2026-09-09 10:30:00,1378.21,1385.1,1377.16,1384.04,1048542
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-09,11:00,2026-09-09 11:00:00,1384.04,1399.32,1368.38,1383.65,682214
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-09,11:30,2026-09-09 11:30:00,1383.65,1406.84,1376.52,1399.63,1385986
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-09,12:00,2026-09-09 12:00:00,1399.63,1409.26,1390.11,1399.74,604014
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-09,12:30,2026-09-09 12:30:00,1399.74,1413.47,1392.62,1406.32,699815
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-09,13:00,2026-09-09 13:00:00,1406.32,1415.01,1401.76,1410.44,474324
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-09,13:30,2026-09-09 13:30:00,1410.44,1416.78,1377.55,1383.77,1305595
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-09,14:00,2026-09-09 14:00:00,1383.77,1393.21,1382.88,1392.32,681761
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-09,14:30,2026-09-09 14:30:00,1392.32,1405.91,1383.47,1397.03,1084906
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-09,15:00,2026-09-09 15:00:00,1397.03,1420.01,1395.41,1418.36,903761
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-09,15:30,2026-09-09 15:30:00,1418.36,1438.84,1397.5,1417.97,854520
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-10,09:30,2026-09-10 09:30:00,1420.67,1430.51,1382.88,1392.52,1935593
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-10,10:00,2026-09-10 10:00:00,1392.52,1402.62,1382.74,1392.84,445598
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-10,10:30,2026-09-10 10:30:00,1392.84,1393.62,1388.7,1389.48,481996
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-10,11:00,2026-09-10 11:00:00,1389.48,1404.55,1377.14,1392.18,610659
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-10,11:30,2026-09-10 11:30:00,1392.18,1406.76,1384.36,1398.9,1091967
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-10,12:00,2026-09-10 12:00:00,1398.9,1400.04,1394.27,1395.41,783714
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-10,12:30,2026-09-10 12:30:00,1395.41,1416.95,1390.34,1411.82,1143488
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-10,13:00,2026-09-10 13:00:00,1411.82,1416.88,1405.5,1410.55,569625
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-10,13:30,2026-09-10 13:30:00,1410.55,1430.2,1398.79,1418.37,1211710
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-10,14:00,2026-09-10 14:00:00,1418.37,1431.94,1407.93,1421.48,845408
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-10,14:30,2026-09-10 14:30:00,1421.48,1429.23,1413.86,1421.62,708027
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-10,15:00,2026-09-10 15:00:00,1421.62,1426.32,1406.48,1411.14,1336218
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-10,15:30,2026-09-10 15:30:00,1411.14,1411.71,1396.67,1397.24,1854467
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-11,09:30,2026-09-11 09:30:00,1390.49,1401.41,1374.48,1385.36,1440189
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-11,10:00,2026-09-11 10:00:00,1385.36,1388.87,1367.19,1370.66,1414100
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-11,10:30,2026-09-11 10:30:00,1370.66,1377.83,1369.73,1376.9,601990
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-11,11:00,2026-09-11 11:00:00,1376.9,1380.63,1369.45,1373.17,690711
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-11,11:30,2026-09-11 11:30:00,1373.17,1391.73,1347.69,1366.16,1220446
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-11,12:00,2026-09-11 12:00:00,1366.16,1373.75,1354.85,1362.42,1033772
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-11,12:30,2026-09-11 12:30:00,1362.42,1374.68,1341.73,1353.92,663698
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-11,13:00,2026-09-11 13:00:00,1353.92,1358.5,1346.33,1350.9,684097
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-11,13:30,2026-09-11 13:30:00,1350.9,1352.28,1342.51,1343.89,614915
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-11,14:00,2026-09-11 14:00:00,1343.89,1346.25,1326.35,1328.69,772542
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-11,14:30,2026-09-11 14:30:00,1328.69,1339.78,1327.24,1338.32,1034847
ADANIPORTS,Adani Ports & SEZ,Infrastructure,2026-09-11,15:00,2026-09-11 15:00:00,1338.32,1339.0,1330.04,1330.72,766080
