symbol,name,sector,date,time,timestamp,open,high,low,close,volume
TCS,Tata Consultancy Services,Information Technology,2026-09-04,09:30,2026-09-04 09:30:00,3890.0,3920.86,3880.22,3911.03,380323
TCS,Tata Consultancy Services,Information Technology,2026-09-04,10:00,2026-09-04 10:00:00,3911.03,3930.46,3906.18,3925.6,210189
TCS,Tata Consultancy Services,Information Technology,2026-09-04,10:30,2026-09-04 10:30:00,3925.6,3933.13,3913.29,3920.81,95521
TCS,Tata Consultancy Services,Information Technology,2026-09-04,11:00,2026-09-04 11:00:00,3920.81,3927.66,3908.28,3915.12,78923
TCS,Tata Consultancy Services,Information Technology,2026-09-04,11:30,2026-09-04 11:30:00,3915.12,3924.7,3895.61,3905.17,184853
TCS,Tata Consultancy Services,Information Technology,2026-09-04,12:00,2026-09-04 12:00:00,3905.17,3909.7,3894.51,3899.03,80211
TCS,Tata Consultancy Services,Information Technology,2026-09-04,12:30,2026-09-04 12:30:00,3899.03,3899.36,3882.36,3882.69,212323
TCS,Tata Consultancy Services,Information Technology,2026-09-04,13:00,2026-09-04 13:00:00,3882.69,3895.65,3866.07,3879.02,117492
TCS,Tata Consultancy Services,Information Technology,2026-09-04,13:30,2026-09-04 13:30:00,3879.02,3880.48,3873.65,3875.12,136461
TCS,Tata Consultancy Services,Information Technology,2026-09-04,14:00,2026-09-04 14:00:00,3875.12,3884.22,3861.58,3870.68,89171
TCS,Tata Consultancy Services,Information Technology,2026-09-04,14:30,2026-09-04 14:30:00,3870.68,3889.89,3870.09,3889.3,102843
TCS,Tata Consultancy Services,Information Technology,2026-09-04,15:00,2026-09-04 15:00:00,3889.3,3897.18,3888.96,3896.84,95332
TCS,Tata Consultancy Services,Information Technology,2026-09-04,15:30,2026-09-04 15:30:00,3896.84,3902.54,3894.87,3900.57,118252
TCS,Tata Consultancy Services,Information Technology,2026-09-07,09:30,2026-09-07 09:30:00,3893.82,3898.52,3888.08,3892.77,208107
TCS,Tata Consultancy Services,Information Technology,2026-09-07,10:00,2026-09-07 10:00:00,3892.77,3900.76,3881.02,3889.0,94552
TCS,Tata Consultancy Services,Information Technology,2026-09-07,10:30,2026-09-07 10:30:00,3889.0,3896.84,3883.74,3891.58,161852
TCS,Tata Consultancy Services,Information Technology,2026-09-07,11:00,2026-09-07 11:00:00,3891.58,3907.65,3859.78,3875.79,215332
TCS,Tata Consultancy Services,Information Technology,2026-09-07,11:30,2026-09-07 11:30:00,3875.79,3890.07,3865.03,3879.3,101643
TCS,Tata Consultancy Services,Information Technology,2026-09-07,12:00,2026-09-07 12:00:00,3879.3,3885.51,3875.1,3881.32,105874
TCS,Tata Consultancy Services,Information Technology,2026-09-07,12:30,2026-09-07 12:30:00,3881.32,3904.29,3838.03,3860.88,122269
TCS,Tata Consultancy Services,Information Technology,2026-09-07,13:00,2026-09-07 13:00:00,3860.88,3864.89,3832.99,3836.98,171918
TCS,Tata Consultancy Services,Information Technology,2026-09-07,13:30,2026-09-07 13:30:00,3836.98,3845.94,3831.24,3840.19,81531
TCS,Tata Consultancy Services,Information Technology,2026-09-07,14:00,2026-09-07 14:00:00,3840.19,3861.65,3835.57,3857.01,98021
TCS,Tata Consultancy Services,Information Technology,2026-09-07,14:30,2026-09-07 14:30:00,3857.01,3868.15,3822.36,3833.43,167141
TCS,Tata Consultancy Services,Information Technology,2026-09-07,15:00,2026-09-07 15:00:00,3833.43,3848.35,3832.59,3847.51,130733
TCS,Tata Consultancy Services,Information Technology,2026-09-07,15:30,2026-09-07 15:30:00,3847.51,3861.85,3812.91,3827.18,280883
TCS,Tata Consultancy Services,Information Technology,2026-09-08,09:30,2026-09-08 09:30:00,3848.53,3878.94,3809.61,3839.96,302638
TCS,Tata Consultancy Services,Information Technology,2026-09-08,10:00,2026-09-08 10:00:00,3839.96,3843.45,3814.58,3818.04,118209
TCS,Tata Consultancy Services,Information Technology,2026-09-08,10:30,2026-09-08 10:30:00,3818.04,3828.17,3805.72,3815.84,78875
TCS,Tata Consultancy Services,Information Technology,2026-09-08,11:00,2026-09-08 11:00:00,3815.84,3823.14,3795.09,3802.36,197507
TCS,Tata Consultancy Services,Information Technology,2026-09-08,11:30,2026-09-08 11:30:00,3802.36,3804.67,3799.38,3801.68,147293
TCS,Tata Consultancy Services,Information Technology,2026-09-08,12:00,2026-09-08 12:00:00,3801.68,3805.05,3785.85,3789.2,173231
TCS,Tata Consultancy Services,Information Technology,2026-09-08,12:30,2026-09-08 12:30:00,3789.2,3800.27,3773.72,3784.78,112791
TCS,Tata Consultancy Services,Information Technology,2026-09-08,13:00,2026-09-08 13:00:00,3784.78,3788.37,3773.78,3777.36,104550
TCS,Tata Consultancy Services,Information Technology,2026-09-08,13:30,2026-09-08 13:30:00,3777.36,3778.45,3775.61,3776.69,93732
TCS,Tata Consultancy Services,Information Technology,2026-09-08,14:00,2026-09-08 14:00:00,3776.69,3778.6,3764.2,3766.1,141707
TCS,Tata Consultancy Services,Information Technology,2026-09-08,14:30,2026-09-08 14:30:00,3766.1,3802.23,3757.47,3793.54,151413
TCS,Tata Consultancy Services,Information Technology,2026-09-08,15:00,2026-09-08 15:00:00,3793.54,3794.11,3776.07,3776.64,178369
TCS,Tata Consultancy Services,Information Technology,2026-09-08,15:30,2026-09-08 15:30:00,3776.64,3799.08,3734.33,3756.65,229121
TCS,Tata Consultancy Services,Information Technology,2026-09-09,09:30,2026-09-09 09:30:00,3780.72,3820.01,3773.06,3812.29,208217
TCS,Tata Consultancy Services,Information Technology,2026-09-09,10:00,2026-09-09 10:00:00,3812.29,3812.53,3801.69,3801.93,181935
TCS,Tata Consultancy Services,Information Technology,2026-09-09,10:30,2026-09-09 10:30:00,3801.93,3814.68,3795.78,3808.53,105798
TCS,Tata Consultancy Services,Information Technology,2026-09-09,11:00,2026-09-09 11:00:00,3808.53,3811.44,3808.37,3811.28,111294
TCS,Tata Consultancy Services,Information Technology,2026-09-09,11:30,2026-09-09 11:30:00,3811.28,3813.74,3796.18,3798.64,147285
TCS,Tata Consultancy Services,Information Technology,2026-09-09,12:00,2026-09-09 12:00:00,3798.64,3806.65,3796.18,3804.19,145789
TCS,Tata Consultancy Services,Information Technology,2026-09-09,12:30,2026-09-09 12:30:00,3804.19,3804.75,3797.63,3798.19,162322
TCS,Tata Consultancy Services,Information Technology,2026-09-09,13:00,2026-09-09 13:00:00,3798.19,3819.29,3795.39,3816.48,109433
TCS,Tata Consultancy Services,Information Technology,2026-09-09,13:30,2026-09-09 13:30:00,3816.48,3829.29,3805.94,3818.75,127482
TCS,Tata Consultancy Services,Information Technology,2026-09-09,14:00,2026-09-09 14:00:00,3818.75,3826.52,3791.0,3798.74,153469
TCS,Tata Consultancy Services,Information Technology,2026-09-09,14:30,2026-09-09 14:30:00,3798.74,3805.5,3789.16,3795.92,127184
TCS,Tata Consultancy Services,Information Technology,2026-09-09,15:00,2026-09-09 15:00:00,3795.92,3802.25,3780.37,3786.68,161652
TCS,Tata Consultancy Services,Information Technology,2026-09-09,15:30,2026-09-09 15:30:00,3786.68,3807.7,3767.52,3788.52,94029
TCS,Tata Consultancy Services,Information Technology,2026-09-10,09:30,2026-09-10 09:30:00,3795.59,3845.34,3774.3,3823.89,312646
TCS,Tata Consultancy Services,Information Technology,2026-09-10,10:00,2026-09-10 10:00:00,3823.89,3839.19,3818.89,3834.18,102592
TCS,Tata Consultancy Services,Information Technology,2026-09-10,10:30,2026-09-10 10:30:00,3834.18,3850.49,3799.48,3815.72,174234
