symbol,name,sector,date,time,timestamp,open,high,low,close,volume
HDFCBANK,HDFC Bank,Banking,2026-09-04,09:30,2026-09-04 09:30:00,1698.25,1699.31,1696.8,1697.86,1387523
HDFCBANK,HDFC Bank,Banking,2026-09-04,10:00,2026-09-04 10:00:00,1697.86,1707.09,1696.48,1705.7,782166
HDFCBANK,HDFC Bank,Banking,2026-09-04,10:30,2026-09-04 10:30:00,1705.7,1707.83,1696.1,1698.23,868158
HDFCBANK,HDFC Bank,Banking,2026-09-04,11:00,2026-09-04 11:00:00,1698.23,1702.44,1691.43,1695.63,587043
HDFCBANK,HDFC Bank,Banking,2026-09-04,11:30,2026-09-04 11:30:00,1695.63,1704.47,1690.3,1699.12,1135130
HDFCBANK,HDFC Bank,Banking,2026-09-04,12:00,2026-09-04 12:00:00,1699.12,1700.99,1698.84,1700.71,950773
HDFCBANK,HDFC Bank,Banking,2026-09-04,12:30,2026-09-04 12:30:00,1700.71,1706.17,1691.5,1696.95,794580
HDFCBANK,HDFC Bank,Banking,2026-09-04,13:00,2026-09-04 13:00:00,1696.95,1705.76,1695.09,1703.89,1028185
HDFCBANK,HDFC Bank,Banking,2026-09-04,13:30,2026-09-04 13:30:00,1703.89,1707.58,1701.37,1705.06,760839
HDFCBANK,HDFC Bank,Banking,2026-09-04,14:00,2026-09-04 14:00:00,1705.06,1707.65,1696.0,1698.58,1275874
HDFCBANK,HDFC Bank,Banking,2026-09-04,14:30,2026-09-04 14:30:00,1698.58,1700.02,1692.92,1694.36,949621
HDFCBANK,HDFC Bank,Banking,2026-09-04,15:00,2026-09-04 15:00:00,1694.36,1697.78,1683.6,1687.01,1439569
HDFCBANK,HDFC Bank,Banking,2026-09-04,15:30,2026-09-04 15:30:00,1687.01,1689.99,1681.53,1684.51,835853
HDFCBANK,HDFC Bank,Banking,2026-09-07,09:30,2026-09-07 09:30:00,1665.18,1668.34,1660.97,1664.13,1756714
HDFCBANK,HDFC Bank,Banking,2026-09-07,10:00,2026-09-07 10:00:00,1664.13,1676.84,1662.87,1675.58,1629994
HDFCBANK,HDFC Bank,Banking,2026-09-07,10:30,2026-09-07 10:30:00,1675.58,1678.9,1675.56,1678.89,1136046
HDFCBANK,HDFC Bank,Banking,2026-09-07,11:00,2026-09-07 11:00:00,1678.89,1680.88,1676.96,1678.95,914485
HDFCBANK,HDFC Bank,Banking,2026-09-07,11:30,2026-09-07 11:30:00,1678.95,1684.62,1675.29,1680.96,897837
HDFCBANK,HDFC Bank,Banking,2026-09-07,12:00,2026-09-07 12:00:00,1680.96,1684.54,1675.71,1679.29,547937
HDFCBANK,HDFC Bank,Banking,2026-09-07,12:30,2026-09-07 12:30:00,1679.29,1680.49,1677.27,1678.47,791788
HDFCBANK,HDFC Bank,Banking,2026-09-07,13:00,2026-09-07 13:00:00,1678.47,1679.57,1674.63,1675.73,1063666
HDFCBANK,HDFC Bank,Banking,2026-09-07,13:30,2026-09-07 13:30:00,1675.73,1679.23,1667.56,1671.05,944947
HDFCBANK,HDFC Bank,Banking,2026-09-07,14:00,2026-09-07 14:00:00,1671.05,1674.13,1670.84,1673.92,1160532
HDFCBANK,HDFC Bank,Banking,2026-09-07,14:30,2026-09-07 14:30:00,1673.92,1676.37,1666.73,1669.17,650235
HDFCBANK,HDFC Bank,Banking,2026-09-07,15:00,2026-09-07 15:00:00,1669.17,1673.08,1667.38,1671.28,748909
HDFCBANK,HDFC Bank,Banking,2026-09-07,15:30,2026-09-07 15:30:00,1671.28,1673.52,1670.84,1673.07,1183336
