symbol,name,sector,date,time,timestamp,open,high,low,close,volume
BHARTIARTL,Bharti Airtel,Telecom,2026-09-04,09:30,2026-09-04 09:30:00,1596.8,1607.89,1588.94,1600.02,595091
BHARTIARTL,Bharti Airtel,Telecom,2026-09-04,10:00,2026-09-04 10:00:00,1600.02,1607.09,1591.28,1598.35,413300
BHARTIARTL,Bharti Airtel,Telecom,2026-09-04,10:30,2026-09-04 10:30:00,1598.35,1601.63,1597.57,1600.85,657432
BHARTIARTL,Bharti Airtel,Telecom,2026-09-04,11:00,2026-09-04 11:00:00,1600.85,1607.76,1593.83,1600.73,621184
BHARTIARTL,Bharti Airtel,Telecom,2026-09-04,11:30,2026-09-04 11:30:00,1600.73,1607.58,1588.15,1594.98,614373
BHARTIARTL,Bharti Airtel,Telecom,2026-09-04,12:00,2026-09-04 12:00:00,1594.98,1600.58,1585.17,1590.76,701308
BHARTIARTL,Bharti Airtel,Telecom,2026-09-04,12:30,2026-09-04 12:30:00,1590.76,1596.08,1589.41,1594.73,409853
BHARTIARTL,Bharti Airtel,Telecom,2026-09-04,13:00,2026-09-04 13:00:00,1594.73,1610.09,1587.68,1603.0,909401
BHARTIARTL,Bharti Airtel,Telecom,2026-09-04,13:30,2026-09-04 13:30:00,1603.0,1611.56,1601.11,1609.66,561384
BHARTIARTL,Bharti Airtel,Telecom,2026-09-04,14:00,2026-09-04 14:00:00,1609.66,1611.38,1606.05,1607.77,679721
BHARTIARTL,Bharti Airtel,Telecom,2026-09-04,14:30,2026-09-04 14:30:00,1607.77,1627.49,1604.49,1624.18,938006
BHARTIARTL,Bharti Airtel,Telecom,2026-09-04,15:00,2026-09-04 15:00:00,1624.18,1632.3,1610.65,1618.74,660959
BHARTIARTL,Bharti Airtel,Telecom,2026-09-04,15:30,2026-09-04 15:30:00,1618.74,1634.52,1617.83,1633.61,1218687
BHARTIARTL,Bharti Airtel,Telecom,2026-09-07,09:30,2026-09-07 09:30:00,1629.2,1633.19,1623.86,1627.84,520191
BHARTIARTL,Bharti Airtel,Telecom,2026-09-07,10:00,2026-09-07 10:00:00,1627.84,1635.23,1625.58,1632.96,575033
BHARTIARTL,Bharti Airtel,Telecom,2026-09-07,10:30,2026-09-07 10:30:00,1632.96,1633.79,1631.48,1632.3,569932
BHARTIARTL,Bharti Airtel,Telecom,2026-09-07,11:00,2026-09-07 11:00:00,1632.3,1632.79,1624.05,1624.54,832851
BHARTIARTL,Bharti Airtel,Telecom,2026-09-07,11:30,2026-09-07 11:30:00,1624.54,1632.66,1615.29,1623.41,394775
BHARTIARTL,Bharti Airtel,Telecom,2026-09-07,12:00,2026-09-07 12:00:00,1623.41,1631.27,1619.98,1627.84,384701
BHARTIARTL,Bharti Airtel,Telecom,2026-09-07,12:30,2026-09-07 12:30:00,1627.84,1629.62,1617.44,1619.21,398742
BHARTIARTL,Bharti Airtel,Telecom,2026-09-07,13:00,2026-09-07 13:00:00,1619.21,1626.45,1613.48,1620.71,364480
BHARTIARTL,Bharti Airtel,Telecom,2026-09-07,13:30,2026-09-07 13:30:00,1620.71,1625.01,1604.54,1608.81,977154
BHARTIARTL,Bharti Airtel,Telecom,2026-09-07,14:00,2026-09-07 14:00:00,1608.81,1610.82,1599.6,1601.6,445178
BHARTIARTL,Bharti Airtel,Telecom,2026-09-07,14:30,2026-09-07 14:30:00,1601.6,1608.22,1598.88,1605.5,601592
BHARTIARTL,Bharti Airtel,Telecom,2026-09-07,15:00,2026-09-07 15:00:00,1605.5,1611.03,1604.86,1610.4,758290
BHARTIARTL,Bharti Airtel,Telecom,2026-09-07,15:30,2026-09-07 15:30:00,1610.4,1619.05,1601.29,1609.94,359550
BHARTIARTL,Bharti Airtel,Telecom,2026-09-08,09:30,2026-09-08 09:30:00,1616.52,1621.65,1607.05,1612.17,1205523
BHARTIARTL,Bharti Airtel,Telecom,2026-09-08,10:00,2026-09-08 10:00:00,1612.17,1613.88,1607.5,1609.21,512102
BHARTIARTL,Bharti Airtel,Telecom,2026-09-08,10:30,2026-09-08 10:30:00,1609.21,1613.17,1603.82,1607.78,428067
BHARTIARTL,Bharti Airtel,Telecom,2026-09-08,11:00,2026-09-08 11:00:00,1607.78,1615.23,1603.37,1610.82,527118
BHARTIARTL,Bharti Airtel,Telecom,2026-09-08,11:30,2026-09-08 11:30:00,1610.82,1613.27,1608.76,1611.21,297244
BHARTIARTL,Bharti Airtel,Telecom,2026-09-08,12:00,2026-09-08 12:00:00,1611.21,1611.51,1609.88,1610.18,338938
BHARTIARTL,Bharti Airtel,Telecom,2026-09-08,12:30,2026-09-08 12:30:00,1610.18,1619.37,1609.68,1618.86,719270
BHARTIARTL,Bharti Airtel,Telecom,2026-09-08,13:00,2026-09-08 13:00:00,1618.86,1636.42,1606.93,1624.45,603059
BHARTIARTL,Bharti Airtel,Telecom,2026-09-08,13:30,2026-09-08 13:30:00,1624.45,1634.51,1623.98,1634.04,550902
BHARTIARTL,Bharti Airtel,Telecom,2026-09-08,14:00,2026-09-08 14:00:00,1634.04,1649.13,1624.87,1639.93,572451
BHARTIARTL,Bharti Airtel,Telecom,2026-09-08,14:30,2026-09-08 14:30:00,1639.93,1652.26,1622.27,1634.55,621391
BHARTIARTL,Bharti Airtel,Telecom,2026-09-08,15:00,2026-09-08 15:00:00,1634.55,1641.04,1609.74,1616.15,646506
BHARTIARTL,Bharti Airtel,Telecom,2026-09-08,15:30,2026-09-08 15:30:00,1616.15,1624.84,1609.83,1618.51,808212
BHARTIARTL,Bharti Airtel,Telecom,2026-09-09,09:30,2026-09-09 09:30:00,1623.69,1627.82,1620.23,1624.36,970749
BHARTIARTL,Bharti Airtel,Telecom,2026-09-09,10:00,2026-09-09 10:00:00,1624.36,1627.78,1623.93,1627.36,670431
BHARTIARTL,Bharti Airtel,Telecom,2026-09-09,10:30,2026-09-09 10:30:00,1627.36,1637.11,1619.59,1629.33,354827
BHARTIARTL,Bharti Airtel,Telecom,2026-09-09,11:00,2026-09-09 11:00:00,1629.33,1640.97,1621.88,1633.5,531697
BHARTIARTL,Bharti Airtel,Telecom,2026-09-09,11:30,2026-09-09 11:30:00,1633.5,1643.35,1626.79,1636.62,550188
BHARTIARTL,Bharti Airtel,Telecom,2026-09-09,12:00,2026-09-09 12:00:00,1636.62,1640.25,1623.91,1627.51,574230
