symbol,name,sector,date,time,timestamp,open,high,low,close,volume
ITC,ITC Limited,FMCG,2026-09-04,09:30,2026-09-04 09:30:00,452.3,454.34,448.23,450.26,2928516
ITC,ITC Limited,FMCG,2026-09-04,10:00,2026-09-04 10:00:00,450.26,452.86,449.73,452.32,1262632
ITC,ITC Limited,FMCG,2026-09-04,10:30,2026-09-04 10:30:00,452.32,454.44,451.03,453.15,1420982
ITC,ITC Limited,FMCG,2026-09-04,11:00,2026-09-04 11:00:00,453.15,454.51,451.37,452.73,1185419
ITC,ITC Limited,FMCG,2026-09-04,11:30,2026-09-04 11:30:00,452.73,452.79,452.02,452.08,786442
ITC,ITC Limited,FMCG,2026-09-04,12:00,2026-09-04 12:00:00,452.08,454.25,449.41,451.58,1148613
ITC,ITC Limited,FMCG,2026-09-04,12:30,2026-09-04 12:30:00,451.58,451.99,451.4,451.81,866152
ITC,ITC Limited,FMCG,2026-09-04,13:00,2026-09-04 13:00:00,451.81,452.51,450.6,451.3,1049518
ITC,ITC Limited,FMCG,2026-09-04,13:30,2026-09-04 13:30:00,451.3,451.72,450.27,450.69,1282361
ITC,ITC Limited,FMCG,2026-09-04,14:00,2026-09-04 14:00:00,450.69,451.96,448.36,449.63,934634
ITC,ITC Limited,FMCG,2026-09-04,14:30,2026-09-04 14:30:00,449.63,451.13,446.6,448.09,1377922
ITC,ITC Limited,FMCG,2026-09-04,15:00,2026-09-04 15:00:00,448.09,448.5,446.98,447.39,1797614
ITC,ITC Limited,FMCG,2026-09-04,15:30,2026-09-04 15:30:00,447.39,450.47,445.72,448.81,1578778
ITC,ITC Limited,FMCG,2026-09-07,09:30,2026-09-07 09:30:00,449.41,449.58,448.29,448.46,2073606
ITC,ITC Limited,FMCG,2026-09-07,10:00,2026-09-07 10:00:00,448.46,448.82,448.05,448.41,1213724
ITC,ITC Limited,FMCG,2026-09-07,10:30,2026-09-07 10:30:00,448.41,448.91,447.55,448.05,1101478
ITC,ITC Limited,FMCG,2026-09-07,11:00,2026-09-07 11:00:00,448.05,450.79,446.61,449.35,1793618
ITC,ITC Limited,FMCG,2026-09-07,11:30,2026-09-07 11:30:00,449.35,452.29,447.21,450.14,1362400
ITC,ITC Limited,FMCG,2026-09-07,12:00,2026-09-07 12:00:00,450.14,450.72,448.91,449.49,906513
ITC,ITC Limited,FMCG,2026-09-07,12:30,2026-09-07 12:30:00,449.49,450.89,446.69,448.08,1907117
ITC,ITC Limited,FMCG,2026-09-07,13:00,2026-09-07 13:00:00,448.08,449.11,447.93,448.96,1341185
